t [s],a [m/s^2],v [km/h],d [km],Pel [kW],FT [kN],E [kWh],I [A],R0 [N/kN],R0 [kN],Re [kN],R [kN]
714,-0.2585231862982711,97.41095528732068,24.608212677785538,-210.4778758954485,-18.500490383385984,248.00624751282535,-71.19738617845083,3.4196613022695557,10.381081203775553,7.9506175182711685,18.33169872204672
715,-0.2585231862982711,96.4802718166469,24.63514201488331,-207.34347580867927,-18.532759158650542,247.94778143618774,-70.15929196514949,3.3842288073692113,10.27351861956035,7.9506175182711685,18.22413613783152
716,-0.2585231862982711,95.54958834597313,24.661812828794783,-204.18915048109847,-18.564718151815047,247.89018602624088,-69.11449193622643,3.3491364664595435,10.166988642345338,7.9506175182711685,18.117606160616507
717,-0.2585231862982711,94.61890487529936,24.68822511951996,-201.01509211875918,-18.59636736287949,247.8334668177739,-68.06305016036616,3.314384279540556,10.061491272130526,7.9506175182711685,18.012108790401697
718,-0.2585231862982711,93.6882214046256,24.71437888705884,-197.82149292771493,-18.627706791843877,247.77762929218537,-67.00503070625305,3.279972246612246,9.957026508915908,7.9506175182711685,17.907644027187075
719,-0.2585231862982711,92.75753793395182,24.74027413141142,-194.60854511401897,-18.658736438708203,247.72267887748322,-65.94049764257164,3.245900367674615,9.853594352701487,7.9506175182711685,17.804211870972658
720,-0.2585231862982711,91.82685446327805,24.765910852577704,-191.37644088372474,-18.689456303472472,247.66862094828488,-64.86951503800631,3.212168642727663,9.75119480348726,7.9506175182711685,17.70181232175843
721,-0.2585231862982711,90.89617099260428,24.791289050557687,-188.12537244288552,-18.71986638613668,247.6154608258172,-63.792146961241585,3.178777071771388,9.649827861273229,7.9506175182711685,17.6004453795444
722,-0.2585231862982711,89.96548752193051,24.816408725351373,-184.85553199755475,-18.74996668670083,247.56320377791639,-62.70845748096185,3.145725654805793,9.549493526059393,7.9506175182711685,17.500111044330563
723,-0.2585231862982711,89.03480405125674,24.84126987695876,-181.56711175378575,-18.779757205164923,247.5118550190282,-61.61851066585159,3.113014391830875,9.450191797845752,7.9506175182711685,17.400809316116923
724,-0.2585231862982711,88.10412058058297,24.865872505379848,-178.26030391763186,-18.809237941528956,247.4614197102077,-60.52237058459525,3.0806432828466366,9.35192267663231,7.9506175182711685,17.30254019490348
725,-0.2585231862982711,87.1734371099092,24.89021661061464,-174.93530069514645,-18.838408895792927,247.4119029591195,-59.42010130587729,3.0486123278530775,9.254686162419064,7.9506175182711685,17.205303680690232
726,-0.2585231862982711,86.24275363923543,24.914302192663133,-171.59229429238286,-18.867270067956845,247.3633098200375,-58.31176689838215,3.0169215268501945,9.158482255206009,7.9506175182711685,17.109099773477176
727,-0.2585231862982711,85.31207016856166,24.938129251525325,-168.23147691539452,-18.895821458020702,247.31564529384517,-57.19743143079429,2.9855708798379923,9.063310954993154,7.9506175182711685,17.013928473264322
728,-0.2585231862982711,84.38138669788789,24.96169778720122,-164.8530407702347,-18.9240630659845,247.26891432803532,-56.07715897179818,2.954560386816467,8.969172261780491,7.9506175182711685,16.91978978005166
729,-0.2585231862982711,83.45070322721412,24.98500779969082,-161.45717806295676,-18.95199489184824,247.22312181671026,-54.95101359007824,2.923890047785621,8.876066175568027,7.9506175182711685,16.826683693839193
